10 10000
1 9 739627
4 2 504417
5 4 328878
2 4 90728
1 8 149996
1 5 688277
0 1 648295
1 3 377740
8 0 172423
0 8 125387
1 0 210303
8 1 559260
3 9 972660
2 2 168509
9 0 335695
7 2 624096
6 5 595110
8 2 888216
1 9 88107
8 3 791516
6 2 86989
6 4 94514
7 7 198066
8 3 647708
9 4 552381
9 5 637230
9 0 852102
4 0 933408
4 8 514740
5 8 134135
3 9 404131
6 4 725548
0 7 354369
3 2 936094
3 8 224660
1 4 807223
2 8 883529
4 7 629465
7 4 926409
1 6 783157
7 2 897900
8 7 529121
1 4 209612
2 6 133451
9 3 589837
4 5 983087
3 5 653850
2 5 437847
8 2 177719
9 3 34395
6 8 508247
1 0 922018
6 6 125987
8 6 342169
2 7 798754
9 2 163307
8 6 605726
3 3 915738
1 5 839695
7 5 547737
5 0 146832
6 5 73924
7 6 520442
4 5 514245
6 2 653920
5 3 442774
1 9 207168
6 0 372330
7 3 911164
9 4 700835
7 7 918674
0 1 717682
1 7 131645
4 3 442097
4 5 685483
4 9 184421
7 0 905327
8 1 109237
9 3 63720
8 8 950457
8 6 363958
0 6 494902
9 9 546302
8 0 851833
4 8 8917
8 2 922437
5 7 253967
3 9 165212
7 5 276881
4 4 377565
7 6 19038
8 4 869931
6 6 704763
3 6 710756
2 4 309994
8 5 605974
5 9 1235
8 9 303620
2 5 297759
1 8 172956
0 3 724304
3 6 200687
0 1 799982
4 8 217821
9 5 198597
0 3 223542
9 7 277510
8 8 574662
8 7 442342
4 8 317262
2 6 872036
7 3 92320
2 5 405040
9 6 143015
3 1 796110
7 1 324094
4 2 455535
4 2 933425
6 4 787942
4 8 994569
2 2 904097
9 5 577012
0 6 650977
7 0 553458
6 6 744065
4 3 912595
2 2 661022
2 4 96891
5 2 545767
9 5 492326
0 2 795739
9 1 74794
8 6 11154
6 4 117626
8 8 991754
4 9 632532
1 1 702672
5 6 503342
4 9 791307
9 3 859337
0 8 860861
1 8 863795
5 2 55483
8 0 978794
7 2 142320
2 6 401257
6 7 785778
4 3 126284
5 1 195644
1 9 983833
8 1 130066
3 5 984208
0 8 829083
0 7 65883
6 2 176642
7 4 725257
2 0 806765
2 0 634830
1 0 919874
3 4 96208
2 8 110246
5 7 158134
7 4 52833
9 0 897648
7 3 17742
0 6 681919
8 3 642514
4 9 31345
4 9 323627
6 4 40276
9 9 759012
1 1 245004
6 3 554690
7 9 397795
6 3 194073
7 9 829042
3 4 524482
7 2 113271
9 8 587158
1 3 876160
1 1 321546
2 3 799098
5 6 996992
0 9 875723
3 4 91913
4 5 424847
5 3 171503
1 4 844557
3 4 983180
5 9 81552
6 5 704579
7 8 596338
1 9 710046
7 7 256882
8 6 740381
5 6 109193
4 0 518288
7 9 492858
5 2 32369
6 0 31442
6 9 650976
8 2 392931
8 5 929727
4 9 396712
1 2 647871
2 5 556119
7 9 725992
9 5 221204
7 1 631667
2 5 851406
4 7 145253
1 6 508022
2 0 313507
1 0 467215
1 9 464219
5 7 653784
8 3 677625
8 0 909513
4 4 129491
5 9 310233
4 2 231082
7 4 816342
4 2 103565
4 8 841147
6 9 290330
6 0 426708
7 1 580027
1 5 701010
7 1 365668
4 9 996648
5 6 152660
0 3 785490
5 4 411262
3 8 269017
0 3 333575
1 9 442876
5 1 746753
5 2 539597
1 6 592791
3 9 269100
1 5 235790
9 1 408747
3 3 487629
5 2 815626
4 4 225364
8 2 582421
8 8 870864
5 1 768402
7 3 30519
7 3 714696
0 4 695129
6 2 623947
4 0 899731
9 9 270043
0 1 393803
4 3 679433
8 0 30375
4 3 850266
4 2 403624
8 7 381159
3 8 69461
4 0 958533
6 4 242214
4 4 937485
9 5 281422
7 3 105584
2 2 210279
9 8 344866
9 7 803987
2 6 698816
3 0 787792
2 5 651606
8 0 384159
4 1 243208
9 3 686457
1 4 760855
7 5 706665
7 9 290183
8 6 581195
3 3 807126
0 9 22029
2 3 918791
1 6 45871
7 3 498044
8 6 76691
4 0 99932
4 5 405738
9 7 383799
6 4 865679
1 1 74174
6 7 127566
8 3 596196
8 9 954096
6 0 383563
4 2 629588
5 3 641248
4 6 481054
2 9 974821
2 6 60429
8 4 693302
9 4 25603
9 0 165805
1 1 778495
3 1 818287
3 3 453874
5 7 73378
8 5 635157
3 4 191865
2 0 923309
0 3 550177
1 1 279350
7 0 973438
5 2 957385
3 5 882818
1 1 402304
7 7 290315
5 3 139509
7 2 527636
0 1 760469
2 0 938401
6 8 126304
0 7 298621
6 5 285274
6 6 124452
9 7 893633
0 1 947960
1 1 786633
9 7 63269
0 3 48889
5 7 138996
2 3 12196
3 2 607446
3 8 988123
5 2 495439
1 8 897617
2 4 309329
0 9 876692
8 4 459125
3 1 512269
2 8 6862
1 0 994605
4 6 784224
7 9 120832
2 2 694952
6 3 428278
4 4 493109
9 2 655863
7 2 30674
4 1 483014
0 5 430335
7 3 139257
9 9 308451
2 6 392998
4 4 878931
8 1 310585
7 8 80515
5 4 593940
2 8 813704
3 0 400626
2 9 46330
1 2 930859
6 5 414618
9 6 859800
5 9 675740
6 7 831464
8 7 770979
3 7 444594
8 8 702682
3 4 269264
3 6 919485
5 5 256141
4 2 563824
8 5 361526
5 5 422079
6 9 998931
6 5 325230
5 9 426337
4 3 276891
1 2 509954
2 6 840110
4 4 196754
4 4 25178
4 2 137857
6 3 694938
4 7 887787
8 5 42556
2 5 862933
7 5 654495
7 5 386100
8 1 437366
9 6 75962
8 5 93945
5 2 621568
0 4 185745
1 1 384725
9 9 32164
1 5 80118
0 1 366500
3 6 886541
9 9 610085
4 0 70322
9 2 682486
3 3 628737
2 4 117627
6 8 991505
3 4 635963
4 0 537116
4 4 622574
1 2 335316
8 5 845169
5 3 902092
2 1 712634
8 3 238181
3 1 208864
3 9 120474
9 2 705696
6 6 180477
1 4 850739
1 1 968860
9 2 850
7 5 148975
0 9 860286
8 3 989006
1 9 711808
8 6 650053
3 0 775573
6 2 348678
4 3 408332
3 8 638224
7 7 591694
3 2 286030
5 4 751246
3 9 393926
6 4 357788
6 5 192149
3 2 535821
5 2 645261
9 0 587407
6 2 261766
0 6 322435
2 9 831261
1 1 273908
4 5 808641
6 9 820308
4 4 555978
4 1 104909
4 7 462319
4 6 609811
0 4 880551
5 6 146678
5 9 205304
4 0 541880
1 1 292047
1 4 411229
2 2 852377
8 6 906538
7 4 717061
2 8 950820
8 0 802009
5 9 354094
5 8 314820
0 1 960862
2 4 730210
5 8 691378
6 2 677081
0 9 372074
1 7 972341
3 5 910976
4 1 496500
5 1 797432
0 4 984509
9 5 323273
5 7 916103
6 6 747102
2 1 912333
5 6 312085
1 0 839950
9 6 135262
7 4 988013
1 6 508366
0 1 612278
1 3 879168
1 9 182871
9 3 904431
7 1 252960
4 6 923086
9 4 668872
1 4 590484
7 4 643917
4 5 751673
5 3 514809
2 5 401190
0 8 39324
5 7 860623
3 8 535797
2 5 689579
9 8 543414
0 8 712798
2 0 584653
1 0 647920
5 8 715540
3 5 127153
1 3 430318
8 3 678621
6 9 637215
9 0 719916
1 1 619676
4 7 923164
3 2 90237
6 8 332303
2 3 831296
9 2 875949
2 8 106036
0 0 445452
2 2 70883
3 8 624081
5 4 55344
4 2 845710
5 9 311174
6 3 692888
0 4 391143
9 2 519952
7 5 788882
2 4 977169
9 2 705317
0 6 939933
8 9 455410
6 7 14359
2 9 526634
7 2 401970
3 4 13833
6 4 284027
5 0 987575
8 1 750902
4 0 526149
5 3 71769
1 6 744176
7 6 212890
5 0 424794
0 7 594499
4 2 394851
6 7 338714
9 5 294354
4 3 796492
8 5 376623
8 4 893208
3 5 840650
4 8 711482
4 2 995785
3 6 840088
2 8 22016
7 8 111700
1 3 437729
2 0 122020
4 3 326992
6 7 647883
5 8 573738
2 0 284357
1 6 208838
8 7 49872
3 9 42751
1 4 925476
4 7 208661
3 1 751675
4 7 962153
9 9 321540
9 4 837229
2 3 129371
3 6 96902
1 0 789732
6 8 623155
1 1 131751
1 6 493836
5 0 353406
3 4 226578
6 3 988103
7 8 181299
8 1 76318
3 6 746743
1 7 339016
9 4 809336
7 5 915816
8 2 511202
6 8 437154
4 2 713798
8 4 49778
2 3 515679
9 9 692016
1 3 886137
9 2 279939
8 8 401180
1 3 352948
9 3 123971
5 9 294318
9 0 10973
5 9 635404
7 5 153656
9 6 128278
0 1 827411
0 5 283070
4 0 494637
1 7 19014
4 3 953491
4 3 63715
2 3 969987
9 4 510580
8 1 984682
5 8 875067
8 9 532106
3 0 186139
5 2 879317
2 8 873237
5 3 447817
8 8 337339
2 5 234711
8 7 901536
7 1 992035
6 3 69239
1 5 249003
4 8 4187
7 3 488284
9 4 908497
5 8 864033
3 2 886366
7 3 434049
0 0 577741
8 3 931981
1 3 93260
9 6 740270
8 3 930344
2 4 718114
6 8 790174
7 5 256306
9 7 684860
6 7 491494
0 5 220052
7 3 938773
4 1 623098
3 6 297798
1 9 128706
9 1 389826
7 1 334667
6 8 405394
7 1 576701
7 5 885704
7 9 237004
0 8 590795
5 3 231529
7 4 701699
6 6 328941
7 5 649504
8 6 715625
5 7 729248
9 6 216174
0 6 867200
1 7 784682
7 6 143430
3 5 35581
3 8 517713
2 3 321877
5 0 846680
7 0 750455
2 1 105927
2 9 982231
7 2 836192
2 5 63298
6 0 471704
0 3 57558
9 4 168590
7 1 777227
1 6 262995
5 3 739066
9 6 510310
7 4 931434
5 3 593753
3 2 204637
6 5 22465
3 3 415128
5 2 814507
3 3 726746
0 4 234098
1 6 466897
2 6 460906
3 4 372342
4 9 854481
1 8 984467
0 0 204390
3 4 812661
4 5 405981
7 6 304250
1 0 274326
2 4 365635
0 2 725250
4 3 893182
0 3 727853
7 2 672645
6 2 929347
6 8 267731
2 1 942933
7 0 25860
1 6 216570
9 8 487908
2 6 213053
7 8 875582
0 2 505155
6 6 14196
9 3 267157
5 5 205585
4 4 612479
7 9 363226
4 9 436387
8 3 560973
3 5 768764
6 5 693727
3 2 141813
0 9 118301
0 1 543546
3 1 319806
9 1 665790
4 1 356249
2 0 342674
4 6 632896
2 9 182534
8 5 789683
9 0 871864
2 6 955834
7 3 534273
0 9 595973
1 6 873959
7 9 274541
7 1 835529
8 1 328827
2 7 674596
9 0 25536
3 1 812783
5 4 991146
7 4 923939
0 2 118629
0 4 234420
9 0 300533
2 4 775055
1 9 539662
3 0 727006
4 7 989471
2 8 394862
5 6 456083
2 3 212910
0 8 952443
0 9 621737
0 1 994667
2 8 450037
6 8 8052
6 0 77809
0 9 624139
2 7 641102
9 2 697025
5 8 138373
7 9 900710
2 3 262383
1 3 751537
7 4 412633
5 3 17802
5 2 731360
7 7 692695
3 1 685594
7 2 786908
1 2 347734
7 2 649754
6 9 165268
8 1 938297
1 8 600737
8 9 698724
5 3 564733
1 5 221297
5 2 803785
1 0 295341
5 8 465875
1 5 363689
9 2 886911
3 5 154219
1 8 367272
0 7 831124
2 6 414007
3 4 783457
2 0 282183
0 7 123095
8 5 97562
3 0 223945
3 8 165239
1 8 897855
7 0 480866
1 5 131559
4 1 299684
2 9 131431
4 4 241863
1 9 464499
9 6 249894
4 3 66611
6 5 437661
7 6 532139
0 5 827617
1 6 458219
3 4 476104
7 5 691963
0 0 56276
7 9 771070
2 0 305423
3 9 478418
6 3 151415
7 7 991005
3 1 821205
3 2 103115
5 8 443332
3 3 777464
5 8 745647
6 1 480316
3 5 736094
3 1 578271
2 1 42583
7 9 346790
4 1 392536
7 1 385792
0 9 585990
8 1 353602
2 2 234644
0 6 309505
2 5 441640
5 6 298988
5 9 671060
1 5 610946
2 7 327921
3 8 746743
7 2 470743
5 6 591289
1 5 176469
5 3 918294
5 4 104418
4 1 383474
1 0 114141
7 8 781354
7 0 156902
7 2 648170
7 9 218652
9 0 913844
9 0 425673
3 7 798288
8 6 441929
5 3 989409
7 8 948357
6 1 452641
8 7 338735
9 6 36277
5 3 358452
5 6 680741
4 5 170824
1 5 775646
2 7 609078
7 9 764946
9 7 426480
0 7 626782
5 8 922610
2 9 703107
6 7 56573
0 3 220572
5 0 751489
3 4 543005
8 2 241204
9 3 938768
3 9 3825
4 6 245960
9 9 645534
3 1 23633
8 2 254829
6 5 706446
1 4 116481
5 1 302021
5 2 987778
3 7 908634
8 5 340658
6 2 879276
0 6 827845
4 4 786455
8 6 716688
7 1 952082
9 2 59801
9 1 254763
4 2 476691
9 2 384663
3 8 161365
1 5 757335
7 7 90443
3 3 743716
8 7 605130
7 1 579957
1 9 911982
6 6 42549
6 2 2859
0 7 907989
9 5 8721
2 5 967238
0 8 889230
1 1 243645
4 8 800703
5 5 125603
9 0 467543
7 1 441987
3 6 859822
0 6 912664
8 8 714300
9 8 217810
5 8 826582
7 6 448186
8 8 280236
9 9 679422
4 6 122148
2 7 739672
6 2 181777
3 1 366157
8 9 635989
3 0 298633
3 8 928445
0 9 866252
7 3 282086
8 2 681435
8 3 726186
2 8 183825
3 3 20847
7 3 788638
6 7 220193
4 4 880347
5 1 975703
8 7 44051
1 5 486725
0 0 498187
0 3 838827
4 8 54909
1 1 479856
2 5 172487
4 1 861456
5 8 846474
9 7 22979
1 2 921011
5 5 156768
8 7 985061
5 6 955397
2 7 891923
6 7 975512
5 3 547300
3 7 742569
4 3 136776
1 7 578999
3 9 460305
2 1 589179
8 6 686572
5 2 794219
6 5 150111
8 9 717788
7 0 474837
4 4 357549
6 2 766771
1 5 810736
4 9 130412
3 7 132724
8 7 264660
7 5 670625
5 2 31729
0 7 977423
2 7 930233
0 2 735877
0 3 722836
0 1 644308
6 3 34486
3 7 165795
0 8 464185
9 2 943932
7 4 981195
1 5 985372
2 3 561808
6 3 20633
2 5 596177
4 3 770733
8 3 818071
4 0 633959
4 0 428042
8 6 39257
7 0 916469
9 8 830919
6 5 811467
2 5 178540
3 8 463805
7 0 883923
8 0 308944
1 8 44643
9 4 926148
8 1 730644
1 7 870373
7 8 822447
8 2 715944
5 2 494806
1 0 482037
7 8 896481
4 7 987431
1 1 941220
6 8 490361
1 4 436712
4 7 525856
0 6 259031
4 1 681735
2 8 193150
9 6 327666
5 7 151698
6 8 454460
4 4 332009
3 0 987702
7 3 791121
0 9 423823
6 8 939493
6 8 703842
9 9 144551
9 4 591228
1 6 951464
2 0 740228
3 1 44942
1 1 983122
8 1 589510
9 6 371871
8 1 507041
0 2 73890
6 3 995452
9 2 797102
9 1 913069
5 9 350476
8 1 752080
4 6 854204
0 4 724653
3 3 796591
0 8 975005
6 3 688550
0 1 891805
4 0 908085
2 9 873781
3 5 633077
0 5 861934
6 2 331713
7 3 425384
8 9 516642
8 1 339936
5 0 961982
4 4 495659
3 4 934510
4 4 166389
4 8 838222
7 6 246618
9 6 884390
3 7 976586
4 1 335956
2 6 131878
5 1 858937
8 9 147208
6 8 197926
4 9 946705
3 5 837055
9 2 297727
4 5 27738
3 4 626846
1 1 807055
6 2 875420
7 1 951988
3 9 644368
4 6 57988
5 9 681529
1 0 834545
8 5 177104
5 1 502741
0 1 186779
9 1 109884
0 6 71992
1 0 950486
0 2 424961
7 7 702387
1 0 695349
6 9 942359
3 2 487135
1 6 588316
1 3 811983
8 8 792800
9 3 36914
9 9 38961
1 0 376589
6 0 182798
8 7 499509
5 8 417806
3 0 843901
3 3 615766
7 3 23417
2 7 186619
7 8 852696
4 5 759196
9 9 552411
2 7 551203
2 3 56651
6 2 441080
6 4 685592
3 7 552216
4 2 382936
5 7 466893
4 0 752515
8 6 9224
2 7 11619
3 2 144910
8 3 589343
6 2 400712
7 9 260049
2 7 415959
6 6 618447
5 1 27843
3 6 567379
3 0 305965
3 0 983922
8 4 81863
4 4 936905
1 8 322970
4 2 312724
0 5 431605
2 0 970506
6 6 998831
2 2 787079
7 7 300684
6 7 440393
6 3 212063
9 3 881240
4 3 260120
6 8 802202
4 9 955325
6 4 640293
3 7 972676
1 7 294235
9 8 375835
9 6 286676
8 4 245441
6 3 624758
4 5 282631
4 1 269735
1 5 83162
9 3 54218
4 5 857964
4 9 686131
5 2 192671
4 9 672178
3 6 363977
4 3 542007
8 2 369394
3 6 602470
9 5 922072
7 4 211409
6 9 283320
7 0 523910
6 2 282887
5 8 54484
6 5 68903
1 0 49341
3 1 997972
9 6 794814
8 5 590577
9 1 144971
0 3 327824
1 5 488397
2 4 166099
5 4 653540
3 7 460858
1 2 717561
0 8 485317
6 8 527676
9 1 660861
5 4 246084
8 1 867334
9 4 725933
0 6 790032
5 8 437045
4 3 768651
7 8 703223
6 8 431729
3 2 164269
7 7 365260
7 3 79790
8 2 460486
0 6 454872
0 1 982771
4 8 510011
5 9 924249
2 4 623436
9 2 452010
7 3 121793
7 5 962807
7 9 160120
6 0 36360
2 0 473256
5 0 978540
2 3 100795
6 6 359264
2 5 62911
5 9 285285
5 2 317277
2 2 358958
2 1 876675
9 0 442027
9 1 526499
5 4 876711
9 8 804548
1 1 830656
1 0 595907
5 2 742180
7 9 233839
0 6 484640
5 2 634367
0 6 655922
6 4 496111
8 1 31966
1 4 90774
5 2 827585
0 4 567285
3 0 876258
5 3 816541
8 4 324016
6 2 283040
2 0 683395
0 4 122356
5 7 508538
6 7 346046
3 6 923981
4 6 64924
6 5 629639
9 7 894456
5 5 909210
1 8 917550
5 0 90649
4 1 829013
9 8 76877
3 7 186991
0 8 415769
5 6 29917
0 4 682040
1 8 215688
0 0 570373
3 8 555750
1 8 682259
6 0 733401
4 5 12481
1 6 55668
2 5 912990
6 8 604917
7 6 587327
1 8 501762
9 7 662684
1 1 176176
9 2 990165
8 6 389670
7 3 124918
0 6 120796
0 6 66658
1 0 615129
9 3 399728
3 2 732700
6 3 965028
2 4 384220
9 7 395283
1 6 619991
2 9 251745
2 0 196671
7 7 207200
6 2 162645
3 0 304120
1 2 622275
8 9 538932
1 3 567215
6 6 135947
8 7 154920
4 2 118725
8 1 491624
8 1 921428
8 6 812170
3 9 184000
6 5 965666
7 3 324297
8 2 849580
8 9 157958
9 8 723635
2 0 483573
1 2 811103
0 1 333002
1 7 318238
0 0 47389
8 7 691845
9 0 688913
7 5 720741
6 9 182803
2 1 69494
3 4 77261
8 4 579140
1 2 213923
3 8 838540
5 5 306335
8 9 477313
1 6 242336
9 6 300035
2 9 112176
0 4 833062
8 6 934290
1 2 428417
3 6 842867
9 5 374360
7 9 580807
6 3 77308
8 6 628033
3 5 33738
2 0 560123
2 4 372480
7 5 136154
9 7 949394
6 6 113836
7 6 6360
9 8 65852
4 7 473253
0 4 358215
1 3 471373
3 2 447530
9 3 768230
1 4 763761
2 8 344083
3 6 718660
6 3 796321
2 2 175419
2 2 598282
0 0 184838
0 9 522845
0 2 533037
1 5 754600
2 1 401255
2 6 693464
3 4 849014
0 2 769660
4 7 406103
4 2 470996
7 1 397942
0 3 43606
4 9 746653
7 0 13783
9 6 628080
4 4 293450
0 5 846932
8 2 654968
5 9 794327
0 9 235996
5 5 10120
7 0 873181
8 4 783035
0 6 336254
0 5 39481
2 0 14345
9 3 898392
0 9 69565
5 4 917812
4 7 535322
6 3 822212
2 6 595075
0 8 299346
0 7 64280
0 3 251900
3 4 291326
6 2 950743
1 4 167473
6 5 225106
8 5 698470
0 9 647280
4 2 781705
7 7 952573
4 1 526948
1 7 20560
9 0 140534
3 7 822148
0 9 981654
3 8 621872
3 3 9554
1 6 301328
6 0 471159
9 9 322346
5 0 193585
9 4 969174
4 0 817444
8 4 819386
1 1 149690
3 7 29542
2 7 690050
5 0 272217
7 3 650779
5 1 627611
8 2 609092
3 9 508350
0 1 974428
3 8 290280
7 5 25617
1 3 757626
1 9 509660
0 0 14211
7 9 908555
1 3 521656
4 3 925474
3 7 879800
2 1 890738
0 7 254806
4 5 504852
4 5 829909
6 1 246703
8 4 311531
8 2 719883
0 1 566581
7 8 601334
2 9 401310
7 4 320335
8 7 197364
4 9 334603
9 6 588648
6 9 954598
6 9 574774
8 6 755758
0 1 952815
7 9 701903
5 5 819484
3 2 656345
8 5 467655
3 4 210774
7 8 429517
1 6 277870
8 6 891470
0 5 198535
6 9 250212
6 8 490615
7 5 683179
5 6 462220
1 6 832900
2 9 57037
6 1 652331
6 0 114331
3 5 347709
9 0 114915
7 9 203841
7 6 636880
8 8 999777
9 2 322852
7 1 371488
9 1 810722
2 2 225584
3 4 593919
9 3 384831
9 4 195065
9 3 792292
4 7 277131
2 0 939442
4 1 749988
0 0 855074
5 0 272718
3 5 603560
4 9 325553
8 6 606983
7 5 327328
2 5 987469
5 8 594973
4 9 113298
2 7 425717
9 2 176325
1 4 603507
7 0 849595
0 1 764736
9 4 102923
7 0 512057
8 0 496024
5 8 313020
3 5 67564
3 6 24588
6 8 393520
5 3 227981
0 9 313772
5 9 55574
8 5 72487
6 7 646923
3 8 509692
5 7 3678
5 4 48589
0 6 226151
3 8 247965
2 6 588421
1 6 726986
5 2 471022
4 3 660317
1 2 930713
9 4 795570
5 5 44659
6 5 197620
5 1 45194
9 3 291625
6 8 770642
3 6 717699
4 1 53697
8 9 667387
4 6 365656
3 6 586033
7 9 146264
5 6 515204
0 1 168455
1 5 866410
5 5 429420
6 5 858238
4 9 123837
0 0 239998
5 2 727575
2 4 940085
6 9 443324
3 9 341466
7 6 971010
4 2 425867
6 4 417229
8 8 785902
2 2 172830
4 9 711344
1 4 341830
1 6 792611
9 8 114299
0 4 722090
7 1 850740
2 2 400320
1 6 915386
4 3 833349
4 7 211610
1 2 701665
2 4 788773
0 5 89503
4 8 933088
9 2 756315
9 5 396262
0 8 130587
2 8 635343
4 3 245367
7 5 597212
0 3 725096
6 1 551873
3 2 363793
6 4 963281
3 0 304949
0 3 142942
9 8 385814
5 4 918224
7 9 763900
6 0 149769
2 9 552543
2 7 418332
6 8 365359
2 7 458146
8 8 879478
3 6 229955
5 6 970188
2 7 5101
5 5 868075
3 8 292889
9 3 525185
5 2 728217
4 7 344793
0 5 867465
0 4 783555
7 7 391908
7 5 290179
8 8 800205
3 1 296121
5 3 351521
8 0 171342
2 1 343431
6 9 609672
2 5 53540
8 3 17123
7 3 700528
4 0 337988
5 5 19773
4 3 209131
1 2 183925
0 2 878138
2 0 550440
9 6 729198
4 3 262313
6 2 548836
4 9 825742
4 2 670672
5 8 801372
4 8 52978
8 5 769645
7 2 710002
2 3 233491
3 2 565114
6 9 593051
6 5 390825
3 7 310873
9 0 549060
0 1 830320
5 9 218854
6 8 291963
3 3 58300
6 6 853962
3 2 829675
8 0 830937
8 4 378236
2 3 152882
6 7 314094
4 0 429408
6 5 139901
2 3 896228
0 2 963349
6 1 624924
9 3 343075
5 7 840629
4 4 983125
4 5 898098
3 5 760491
6 2 120982
2 6 383407
1 5 701747
3 3 804794
6 6 869309
5 8 707024
9 7 257044
0 9 310667
8 5 63275
3 6 85261
0 7 916290
4 1 83068
5 0 480336
9 9 251393
9 4 417819
0 2 831294
3 3 694420
7 6 224011
8 0 957503
3 0 758431
7 5 19895
9 6 689392
7 3 386061
2 3 403326
7 6 333024
5 3 342161
1 0 811122
4 9 419154
0 4 754556
0 8 112529
2 7 633891
0 4 334687
1 5 572421
6 3 451663
8 6 382771
1 5 357119
1 0 828011
6 3 118083
7 8 709320
4 6 386769
8 0 924246
3 4 194112
5 8 74096
4 8 698313
5 5 428945
1 1 404302
2 6 333336
1 7 243355
8 7 229835
1 2 384873
9 8 281701
3 9 368909
9 5 850816
1 5 987747
7 9 807203
6 6 694433
4 4 349246
0 4 710490
1 3 254434
2 6 995875
9 4 300809
2 3 421598
4 5 111912
9 6 567453
4 7 515432
2 8 274923
3 7 542153
4 0 302813
1 7 117889
4 4 650118
5 0 84763
3 8 320104
5 3 143336
1 5 775934
0 1 747790
1 2 506758
5 2 285438
9 1 653834
6 6 361824
7 1 394417
6 6 443773
6 2 994178
9 9 189366
5 8 7842
9 0 92696
8 6 460740
8 6 111118
1 9 226626
6 5 316295
1 9 567277
6 2 799129
9 4 260211
5 0 772649
3 6 51064
3 4 701869
5 3 186561
0 6 623307
2 7 668543
1 5 258912
8 3 960880
1 4 216526
3 2 13524
4 6 502905
5 0 467627
2 3 826733
9 1 932612
7 4 744520
8 4 137422
7 6 259300
1 0 960305
9 9 849310
6 2 815769
1 5 344500
9 8 3985
3 2 820446
6 1 647803
1 6 90572
0 1 347343
2 4 106682
2 7 868158
1 9 931082
0 6 246917
8 4 726082
5 2 283100
4 8 69031
1 0 973403
1 0 450847
8 3 718182
4 7 942202
4 8 797192
2 5 469093
7 1 443989
8 9 863003
5 2 125035
5 1 792846
5 8 569719
4 7 31728
7 6 895181
0 1 697803
3 5 854208
8 6 645197
1 9 282367
1 5 581118
1 1 677426
0 1 845053
4 2 122131
1 1 981706
9 4 787634
9 3 873254
2 7 845440
2 6 645203
2 7 511025
2 2 846737
4 5 404958
8 4 403978
8 3 429372
6 3 231696
0 8 845443
8 7 945896
8 1 779369
5 2 406336
5 3 260865
0 2 589124
9 6 179366
2 5 352758
4 8 379717
5 3 182342
1 8 662888
4 6 587647
8 9 153814
7 1 955203
0 4 724341
6 1 653127
5 7 897903
8 1 429547
6 5 697558
9 9 350756
5 8 841154
3 4 172646
3 4 641509
9 5 681844
9 2 183443
5 6 718533
8 9 190135
8 2 447977
3 8 742453
5 7 621724
4 7 169390
0 7 423790
1 2 623724
7 4 896565
3 6 136294
4 6 222442
0 2 180326
8 0 414184
3 0 363265
3 8 31274
4 2 635808
7 8 594958
6 5 355481
7 2 935780
8 3 759322
1 5 498331
9 7 637770
3 6 260126
5 3 329343
5 3 628563
0 4 12194
7 0 246965
8 8 399517
8 5 695389
6 6 456047
9 7 153217
8 1 115588
9 0 228925
7 3 145515
1 6 669534
9 1 579973
1 2 565925
0 8 165070
8 4 928335
4 5 553617
8 5 113779
4 6 237368
4 3 348932
8 7 500532
9 6 517053
5 6 254337
9 1 630339
7 6 654198
5 6 35472
1 8 724583
0 2 10667
5 4 668821
6 8 414976
9 3 442588
9 3 858076
3 4 59242
3 3 795937
3 2 452658
8 2 577915
0 2 769757
1 7 812380
3 0 311788
5 1 409754
7 0 902862
2 4 394469
3 0 503978
8 0 991932
6 1 88523
9 9 930513
3 1 724920
7 2 137278
3 2 404848
5 4 626892
3 2 610236
5 6 197146
3 2 679015
9 7 183600
6 2 465986
0 3 548430
3 4 865220
6 3 648761
9 5 477806
4 6 976866
2 5 524548
5 9 789085
4 2 29510
8 7 857679
5 3 686763
6 8 484289
1 2 463137
7 0 174851
5 2 382720
0 4 988046
6 6 20024
9 4 26057
7 8 783023
5 7 87914
3 1 34639
9 4 578447
9 2 919170
9 1 155083
1 8 115208
5 7 756616
8 8 80771
8 4 811565
0 1 151885
3 6 460024
5 0 272121
0 3 168876
7 0 64928
2 8 359190
4 1 491974
4 6 285173
5 5 703561
6 8 170579
9 3 666147
3 2 240991
8 2 754403
2 5 153922
5 1 70655
0 1 610399
9 1 491404
1 4 975257
7 4 656706
0 6 727328
7 7 954927
1 5 130844
7 1 508001
0 7 163897
8 6 491191
5 8 491298
5 7 489574
8 0 762687
9 4 821915
2 6 805879
0 3 826887
1 3 557699
5 1 217224
7 3 195561
0 4 160937
4 6 473503
3 3 766840
9 9 264039
6 8 550008
5 1 739377
5 7 918933
0 6 831372
6 0 674220
0 4 401841
9 6 38801
9 2 580417
3 3 880419
6 7 798951
3 3 274382
3 2 725961
3 6 131870
2 6 498173
7 7 111853
7 5 804063
5 0 755938
6 8 752252
1 7 897214
5 2 598082
1 2 636532
9 5 473498
3 2 923531
8 1 284633
4 0 74745
8 7 480888
0 4 731593
1 7 70394
5 2 871280
5 1 104178
1 2 291044
8 0 289229
3 4 268950
0 7 593815
4 7 771438
9 2 522391
4 7 827229
7 4 842048
5 0 726700
5 7 676185
2 5 552209
1 7 669957
5 7 309445
6 2 459102
5 5 860496
0 3 636434
8 5 937423
0 3 92828
2 6 126956
5 7 605152
5 5 647168
8 3 942971
5 4 441767
4 9 770760
